"date","e_u","id","GDP_month","production_agg_month","food_cpi","non_alc_bev_cpi","alc_bev_cpi"
2018-02-01,10031838,"11-1-Baby_food",1569.08333333333,40469.0833333333,95.098,89.176,93.92
2018-11-01,97993383,"7-1-dairy_eggs",2024.08333333333,40469.0833333333,95.254,92.494,99.926
2018-01-01,96892778,"7-1-dairy_eggs",2024.08333333333,40469.0833333333,94.342,92.023,96.227
2018-07-01,4922046,"10-1-preserved_premade",1881.75,40469.0833333333,95.269,92.196,99.181
2018-10-01,100903036,"7-1-dairy_eggs",2024.08333333333,40469.0833333333,95.809,92.813,100.073
2018-05-01,4465402,"10-1-preserved_premade",1881.75,40469.0833333333,95.551,92.36,99.794
2018-04-01,4208437,"10-1-preserved_premade",1881.75,40469.0833333333,94.654,91.506,99.155
2018-12-01,4757805,"10-1-preserved_premade",1881.75,40469.0833333333,95.56,93.299,97.449
2018-07-01,95209681,"7-1-dairy_eggs",2024.08333333333,40469.0833333333,94.948,92.559,99.992
2018-09-01,12543410,"11-1-Baby_food",1569.08333333333,40469.0833333333,95.481,90.98,97.126
2018-11-01,10633384,"11-1-Baby_food",1569.08333333333,40469.0833333333,96.327,91.64,97.411
2018-03-01,11283307,"11-1-Baby_food",1569.08333333333,40469.0833333333,94.924,90.447,94.817
2018-01-01,11080494,"11-1-Baby_food",1569.08333333333,40469.0833333333,95.19,89.699,92.911
2018-02-01,3739048,"10-1-preserved_premade",1881.75,40469.0833333333,94.362,91.953,97.599
2018-08-01,11777457,"11-1-Baby_food",1569.08333333333,40469.0833333333,95.539,91.173,96.165
2018-10-01,4389172,"10-1-preserved_premade",1881.75,40469.0833333333,96.577,92.841,99.368
2018-06-01,11615389,"11-1-Baby_food",1569.08333333333,40469.0833333333,96.567,90.484,96.694
2018-11-01,4187040,"10-1-preserved_premade",1881.75,40469.0833333333,95.942,92.305,99.203
2018-03-01,4455883,"10-1-preserved_premade",1881.75,40469.0833333333,94.464,91.936,98.776
2018-07-01,12090816,"11-1-Baby_food",1569.08333333333,40469.0833333333,95.858,90.042,96.364
2018-05-01,11385266,"11-1-Baby_food",1569.08333333333,40469.0833333333,95.774,90.252,96.441
2019-11-01,16321324,"10-4-alc_drinks",1926.91666666667,42409,97.778,94.422,99.267
2019-07-01,18949400,"10-4-alc_drinks",1926.91666666667,42409,95.93,93.345,98.411
2019-08-01,20123208,"10-4-alc_drinks",1926.91666666667,42409,95.89,93.639,98.824
2019-03-01,15212530,"10-4-alc_drinks",1926.91666666667,42409,95.61,93.869,99.725
2019-05-01,16736274,"10-4-alc_drinks",1926.91666666667,42409,96.109,93.916,98.405
2019-09-01,18814249,"10-4-alc_drinks",1926.91666666667,42409,95.8,93.789,98.403
2019-06-01,17204287,"10-4-alc_drinks",1926.91666666667,42409,96.422,93.47,98.756
2019-10-01,17446270,"10-4-alc_drinks",1926.91666666667,42409,97.982,94.419,98.901
2019-02-01,15653749,"10-4-alc_drinks",1926.91666666667,42409,95.683,92.994,100.279
2019-01-01,16201496,"10-4-alc_drinks",1926.91666666667,42409,95.403,93.204,99.176
2019-12-01,16956898,"10-4-alc_drinks",1926.91666666667,42409,97.593,94.295,98.653
2019-04-01,15654527,"10-4-alc_drinks",1926.91666666667,42409,95.644,93.392,98.934
2019-04-01,99061702,"7-1-dairy_eggs",2074,42409,94.865,92.79,99.926
2019-05-01,98727238,"7-1-dairy_eggs",2074,42409,95.365,93.142,100.771
2019-04-01,11488239,"11-1-Baby_food",1605.66666666667,42409,95.815,91.837,97.717
2019-08-01,11935929,"11-1-Baby_food",1605.66666666667,42409,95.805,91.507,97.543
2019-12-01,10740476,"11-1-Baby_food",1605.66666666667,42409,97.788,92.432,97.758
2019-09-01,94667682,"7-1-dairy_eggs",2074,42409,95.525,92.893,100.033
2019-07-01,98435935,"7-1-dairy_eggs",2074,42409,95.634,92.602,100.101
2019-03-01,4446877,"10-1-preserved_premade",1926.91666666667,42409,95.61,93.869,99.725
2019-11-01,4514935,"10-1-preserved_premade",1926.91666666667,42409,97.778,94.422,99.267
2019-01-01,100217185,"7-1-dairy_eggs",2074,42409,95.258,92.899,99.746
2019-06-01,4685841,"10-1-preserved_premade",1926.91666666667,42409,96.422,93.47,98.756
2019-12-01,102130131,"7-1-dairy_eggs",2074,42409,97.032,93.718,98.94
2019-03-01,102418565,"7-1-dairy_eggs",2074,42409,94.815,92.27,100.061
2019-10-01,4622492,"10-1-preserved_premade",1926.91666666667,42409,97.982,94.419,98.901
2019-10-01,102862519,"7-1-dairy_eggs",2074,42409,96.888,92.651,99.818
2019-09-01,4419686,"10-1-preserved_premade",1926.91666666667,42409,95.8,93.789,98.403
2019-08-01,5293028,"10-1-preserved_premade",1926.91666666667,42409,95.89,93.639,98.824
2019-12-01,4962252,"10-1-preserved_premade",1926.91666666667,42409,97.593,94.295,98.653
2019-06-01,11717513,"11-1-Baby_food",1605.66666666667,42409,96.635,90.763,98.765
2019-03-01,11659477,"11-1-Baby_food",1605.66666666667,42409,95.221,91.417,98.799
2019-07-01,5241163,"10-1-preserved_premade",1926.91666666667,42409,95.93,93.345,98.411
2019-04-01,4537970,"10-1-preserved_premade",1926.91666666667,42409,95.644,93.392,98.934
2019-05-01,11659939,"11-1-Baby_food",1605.66666666667,42409,96.445,92.051,97.815
2019-02-01,92700422,"7-1-dairy_eggs",2074,42409,95.018,92.727,99.781
2019-06-01,94705094,"7-1-dairy_eggs",2074,42409,95.969,93.102,100.144
2019-02-01,3926864,"10-1-preserved_premade",1926.91666666667,42409,95.683,92.994,100.279
2019-08-01,98393002,"7-1-dairy_eggs",2074,42409,95.682,92.566,99.618
2019-11-01,100239803,"7-1-dairy_eggs",2074,42409,96.696,93.061,99.498
2019-01-01,4362670,"10-1-preserved_premade",1926.91666666667,42409,95.403,93.204,99.176
2019-11-01,10959945,"11-1-Baby_food",1605.66666666667,42409,98.012,92.106,98.24
2019-09-01,12120491,"11-1-Baby_food",1605.66666666667,42409,95.706,91.762,97.92
2019-01-01,11495870,"11-1-Baby_food",1605.66666666667,42409,95.41,91.488,97.745
2019-05-01,4716870,"10-1-preserved_premade",1926.91666666667,42409,96.109,93.916,98.405
2019-02-01,10517373,"11-1-Baby_food",1605.66666666667,42409,95.732,90.636,95.986
2019-07-01,12281714,"11-1-Baby_food",1605.66666666667,42409,95.934,91.766,96.86
2019-10-01,11345326,"11-1-Baby_food",1605.66666666667,42409,98.714,92.651,96.343
2020-06-01,11432995,"10-4-alc_drinks",1726.66666666667,34257.75,99.012,96.356,100.697
2020-11-01,3479092,"10-4-alc_drinks",1726.66666666667,34257.75,98.732,95.715,99.93
2020-04-01,0,"10-4-alc_drinks",1726.66666666667,34257.75,99.338,96.61,100.374
2020-10-01,10638426,"10-4-alc_drinks",1726.66666666667,34257.75,99.843,95.735,99.755
2020-09-01,13189818,"10-4-alc_drinks",1726.66666666667,34257.75,98.305,95.145,100.576
2020-05-01,22143,"10-4-alc_drinks",1726.66666666667,34257.75,99.527,97.117,100.613
2020-12-01,5243573,"10-4-alc_drinks",1726.66666666667,34257.75,98.218,94.126,98.466
2020-03-01,10516189,"10-4-alc_drinks",1726.66666666667,34257.75,97.665,95.88,100.282
2020-08-01,14104578,"10-4-alc_drinks",1726.66666666667,34257.75,98.062,95.58,99.789
2020-02-01,16051415,"10-4-alc_drinks",1726.66666666667,34257.75,97.705,95.974,100.439
2020-01-01,15740759,"10-4-alc_drinks",1726.66666666667,34257.75,97.426,94.333,99.584
2020-07-01,13470156,"10-4-alc_drinks",1726.66666666667,34257.75,98.072,96.296,100.634
2020-10-01,106085370,"7-1-dairy_eggs",1912.66666666667,34257.75,99.437,95.44,101.19
2020-09-01,96396200,"7-1-dairy_eggs",1912.66666666667,34257.75,97.926,95.067,101.436
2020-12-01,107804727,"7-1-dairy_eggs",1912.66666666667,34257.75,98.405,95.222,99.746
2020-05-01,10860595,"11-1-Baby_food",1477.75,34257.75,100.044,93.149,101.803
2020-05-01,112557396,"7-1-dairy_eggs",1912.66666666667,34257.75,98.88,96.752,103.644
2020-04-01,112823739,"7-1-dairy_eggs",1912.66666666667,34257.75,98.92,96.119,103.275
2020-10-01,10998939,"11-1-Baby_food",1477.75,34257.75,100.293,95.201,98.92
2020-09-01,4985652,"10-1-preserved_premade",1726.66666666667,34257.75,98.305,95.145,100.576
2020-01-01,100932586,"7-1-dairy_eggs",1912.66666666667,34257.75,97.258,93.104,100.291
2020-11-01,98330140,"7-1-dairy_eggs",1912.66666666667,34257.75,98.67,95.32,101.242
2020-07-01,100850900,"7-1-dairy_eggs",1912.66666666667,34257.75,97.968,94.828,101.497
2020-08-01,5677909,"10-1-preserved_premade",1726.66666666667,34257.75,98.062,95.58,99.789
2020-03-01,14694863,"11-1-Baby_food",1477.75,34257.75,98.031,92.799,99.143
2020-06-01,100212117,"7-1-dairy_eggs",1912.66666666667,34257.75,98.823,95.961,102.912
2020-10-01,5144936,"10-1-preserved_premade",1726.66666666667,34257.75,99.843,95.735,99.755
2020-12-01,5674444,"10-1-preserved_premade",1726.66666666667,34257.75,98.218,94.126,98.466
2020-08-01,96617896,"7-1-dairy_eggs",1912.66666666667,34257.75,98.022,95.128,101.182
2020-11-01,5078816,"10-1-preserved_premade",1726.66666666667,34257.75,98.732,95.715,99.93
2020-07-01,5747375,"10-1-preserved_premade",1726.66666666667,34257.75,98.072,96.296,100.634
2020-03-01,6244762,"10-1-preserved_premade",1726.66666666667,34257.75,97.665,95.88,100.282
2020-02-01,101342513,"7-1-dairy_eggs",1912.66666666667,34257.75,97.43,94.44,102.783
2020-03-01,123180153,"7-1-dairy_eggs",1912.66666666667,34257.75,97.539,94.837,102.85
2020-02-01,4408952,"10-1-preserved_premade",1726.66666666667,34257.75,97.705,95.974,100.439
2020-06-01,10531240,"11-1-Baby_food",1477.75,34257.75,99.967,94.185,101.718
2020-05-01,5624376,"10-1-preserved_premade",1726.66666666667,34257.75,99.527,97.117,100.613
2020-12-01,10493037,"11-1-Baby_food",1477.75,34257.75,97.959,94.425,99.493
2020-01-01,4580797,"10-1-preserved_premade",1726.66666666667,34257.75,97.426,94.333,99.584
2020-02-01,11472811,"11-1-Baby_food",1477.75,34257.75,97.933,93.053,98.87
2020-11-01,10481400,"11-1-Baby_food",1477.75,34257.75,98.676,94.718,100.449
2020-04-01,5414265,"10-1-preserved_premade",1726.66666666667,34257.75,99.338,96.61,100.374
2020-06-01,5245002,"10-1-preserved_premade",1726.66666666667,34257.75,99.012,96.356,100.697
2020-08-01,11412235,"11-1-Baby_food",1477.75,34257.75,98.258,93.995,101.29
2020-04-01,9448787,"11-1-Baby_food",1477.75,34257.75,100.129,93.066,100.968
2020-01-01,11288977,"11-1-Baby_food",1477.75,34257.75,97.696,91.814,98.949
2020-09-01,12028185,"11-1-Baby_food",1477.75,34257.75,98.356,94.203,100.45
2020-07-01,11615859,"11-1-Baby_food",1477.75,34257.75,98.348,93.387,98.403
2021-06-01,10812956,"10-4-alc_drinks",1884.91666666667,39259.5833333333,99.604,99.965,100.107
2022-12-01,13585316,"10-4-alc_drinks",2075,46605.0833333333,119.981,113.528,108.075
2022-08-01,16088733,"10-4-alc_drinks",2075,46605.0833333333,114.186,109.509,108.502
2021-12-01,12264806,"10-4-alc_drinks",1884.91666666667,39259.5833333333,103.153,100.963,99.41
2022-09-01,14787941,"10-4-alc_drinks",2075,46605.0833333333,114.574,109.308,107.809
2022-02-01,10923028,"10-4-alc_drinks",2075,46605.0833333333,104.827,104.134,103.804
2022-04-01,12813260,"10-4-alc_drinks",2075,46605.0833333333,110.306,106.464,106.135
2021-03-01,5657974,"10-4-alc_drinks",1884.91666666667,39259.5833333333,99.175,99.829,99.631
2022-01-01,10938785,"10-4-alc_drinks",2075,46605.0833333333,103.563,102.211,101.555
2023-11-01,13672358,"10-4-alc_drinks",2413.75,41708.0833333333,128.757,120.722,116.903
2021-04-01,7827078,"10-4-alc_drinks",1884.91666666667,39259.5833333333,99.166,99.518,100.089
2022-06-01,14434874,"10-4-alc_drinks",2075,46605.0833333333,113.626,108.817,105.811
2023-06-01,14571151,"10-4-alc_drinks",1896.75,46605.0833333333,124.844,119.704,116.602
2022-11-01,13495629,"10-4-alc_drinks",2075,46605.0833333333,118.198,112.002,108.771
2022-05-01,13866143,"10-4-alc_drinks",2075,46605.0833333333,111.66,108.081,104.296
2023-04-01,13475962,"10-4-alc_drinks",2622.58333333333,46605.0833333333,124.238,121.368,117.017
2023-03-01,12765293,"10-4-alc_drinks",2117.54166666667,39259.5833333333,123.994,121.169,116.509
2023-05-01,14165663,"10-4-alc_drinks",1753.29166666667,42932.3333333333,124.624,121.294,115.683
2021-01-01,5174366,"10-4-alc_drinks",1884.91666666667,39259.5833333333,98.682,98.812,99.933
2023-09-01,14447118,"10-4-alc_drinks",2258.94444444445,46605.0833333333,126.821,121.035,117.342
2023-01-01,13243803,"10-4-alc_drinks",1762.30555555556,44156.5833333333,120.236,115.312,110.613
2021-05-01,9597342,"10-4-alc_drinks",1884.91666666667,39259.5833333333,99.757,100.664,100.63
2023-10-01,14116156,"10-4-alc_drinks",2577.94444444445,41708.0833333333,128.777,121.49,116.574
2022-07-01,14320028,"10-4-alc_drinks",2075,46605.0833333333,114.047,108.813,106.299
2022-10-01,12997722,"10-4-alc_drinks",2075,46605.0833333333,117.851,110.351,108.946
2021-11-01,12136980,"10-4-alc_drinks",1884.91666666667,39259.5833333333,101.861,101.019,99.66
2021-02-01,3533802,"10-4-alc_drinks",1884.91666666667,39259.5833333333,98.997,99.706,100.786
2023-08-01,16525604,"10-4-alc_drinks",2072.66666666666,41708.0833333333,125.996,120.707,115.369
2023-02-01,12306813,"10-4-alc_drinks",1754.45833333333,42932.3333333333,122.797,121.274,115.721
2021-09-01,12577506,"10-4-alc_drinks",1884.91666666667,39259.5833333333,99.569,100.046,100.158
2021-08-01,13254828,"10-4-alc_drinks",1884.91666666667,39259.5833333333,99.431,98.931,100.57
2023-07-01,15537733,"10-4-alc_drinks",2176.66666666667,42932.3333333333,125.921,120.675,116.959
2021-10-01,12544157,"10-4-alc_drinks",1884.91666666667,39259.5833333333,101.313,100.697,99.608
2021-07-01,11593419,"10-4-alc_drinks",1884.91666666667,39259.5833333333,99.293,99.851,99.418
2022-03-01,12119919,"10-4-alc_drinks",2075,46605.0833333333,106.392,105.895,104.576
2023-09-01,5533295,"10-1-preserved_premade",2090.27777777778,46605.0833333333,126.821,121.035,117.342
2021-08-01,90799929,"7-1-dairy_eggs",2077,39259.5833333333,99.8,100.067,99.806
2022-08-01,93039778,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,114.369,109.586,106.963
2023-09-01,99720804,"7-1-dairy_eggs",1889.47916666667,46605.0833333333,126.984,122.767,115.361
2023-03-01,103328842,"7-1-dairy_eggs",2796.45833333333,41095.9583333333,123.709,123.66,114.191
2022-09-01,5243051,"10-1-preserved_premade",2075,46605.0833333333,114.574,109.308,107.809
2021-01-01,101636688,"7-1-dairy_eggs",2077,39259.5833333333,99.031,98.208,100.534
2021-01-01,5149248,"10-1-preserved_premade",1884.91666666667,39259.5833333333,98.682,98.812,99.933
2021-05-01,5182000,"10-1-preserved_premade",1884.91666666667,39259.5833333333,99.757,100.664,100.63
2022-03-01,107639579,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,105.514,106.115,104.466
2022-01-01,5092820,"10-1-preserved_premade",2075,46605.0833333333,103.563,102.211,101.555
2022-07-01,92984311,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,114.21,109.65,106.4
2023-08-01,97007158,"7-1-dairy_eggs",2023.72916666666,39259.5833333333,126.676,122.444,115.07
2021-06-01,92954258,"7-1-dairy_eggs",2077,39259.5833333333,99.955,100.133,100.228
2022-07-01,6095567,"10-1-preserved_premade",2075,46605.0833333333,114.047,108.813,106.299
2022-11-01,96579276,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,118.478,112.761,108.546
2023-07-01,99295300,"7-1-dairy_eggs",2590.05555555555,46605.0833333333,126.876,122.543,114.547
2023-05-01,5395086,"10-1-preserved_premade",2295.69444444445,41708.0833333333,124.624,121.294,115.683
2022-02-01,89090292,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,104.517,104.102,102.903
2023-01-01,98003245,"7-1-dairy_eggs",2190.04166666667,39259.5833333333,120.684,117.357,109.679
2023-01-01,4998173,"10-1-preserved_premade",2193.29166666667,42932.3333333333,120.236,115.312,110.613
2022-11-01,5151295,"10-1-preserved_premade",2075,46605.0833333333,118.198,112.002,108.771
2022-05-01,89573101,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,111.861,107.846,105.51
2023-05-01,12042243,"11-1-Baby_food",1753.29166666667,42932.3333333333,127.33,121.603,117.766
2022-11-01,11135801,"11-1-Baby_food",1773.5,46605.0833333333,120.263,111.567,108.84
2021-09-01,89988251,"7-1-dairy_eggs",2077,39259.5833333333,99.731,99.246,99.78
2021-11-01,93120603,"7-1-dairy_eggs",2077,39259.5833333333,101.543,101.196,99.324
2022-10-01,96169124,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,117.639,111.237,108.256
2022-05-01,5192428,"10-1-preserved_premade",2075,46605.0833333333,111.66,108.081,104.296
2022-12-01,103034304,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,120.782,115.951,108.618
2023-06-01,5553057,"10-1-preserved_premade",2385.91666666667,46605.0833333333,124.844,119.704,116.602
2021-05-01,95531523,"7-1-dairy_eggs",2077,39259.5833333333,99.765,100.39,100.339
2021-07-01,98351907,"7-1-dairy_eggs",2077,39259.5833333333,99.732,99.746,99.511
2021-09-01,11670738,"11-1-Baby_food",1625.5,39259.5833333333,99.263,101.025,99.257
2021-10-01,10546034,"11-1-Baby_food",1625.5,39259.5833333333,101.552,100.997,99.737
2023-04-01,100360973,"7-1-dairy_eggs",1835.125,46605.0833333333,124.33,123.478,114.505
2023-01-01,11423749,"11-1-Baby_food",2403.08333333333,39259.5833333333,122.371,115.884,113.453
2021-10-01,95626632,"7-1-dairy_eggs",2077,39259.5833333333,101.042,100.7,99.215
2022-02-01,4655527,"10-1-preserved_premade",2075,46605.0833333333,104.827,104.134,103.804
2022-05-01,10855433,"11-1-Baby_food",1773.5,46605.0833333333,112.859,109.009,105.867
2022-06-01,11301139,"11-1-Baby_food",1773.5,46605.0833333333,115.328,108.857,105.795
2021-06-01,5384294,"10-1-preserved_premade",1884.91666666667,39259.5833333333,99.604,99.965,100.107
2021-02-01,9714380,"11-1-Baby_food",1625.5,39259.5833333333,98.865,99.543,100.726
2022-04-01,88886515,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,110.115,107.169,105.736
2021-01-01,10470214,"11-1-Baby_food",1625.5,39259.5833333333,98.866,98.29,99.674
2023-06-01,97044748,"7-1-dairy_eggs",2304.08333333333,42932.3333333333,125.807,122.113,115.921
2021-04-01,99572368,"7-1-dairy_eggs",2077,39259.5833333333,98.977,99.487,100.649
2021-12-01,99206340,"7-1-dairy_eggs",2077,39259.5833333333,103.111,101.003,99.255
2021-03-01,5318638,"10-1-preserved_premade",1884.91666666667,39259.5833333333,99.175,99.829,99.631
2023-02-01,10808988,"11-1-Baby_food",1761.125,42932.3333333333,124.424,119.508,115.899
2023-10-01,92411507,"7-1-dairy_eggs",2286.08333333333,39259.5833333333,128.705,123.789,114.788
2021-09-01,5095672,"10-1-preserved_premade",1884.91666666667,39259.5833333333,99.569,100.046,100.158
2023-11-01,90731367,"7-1-dairy_eggs",1760.06666666667,43666.8833333333,128.801,123.158,114.587
2021-11-01,5148464,"10-1-preserved_premade",1884.91666666667,39259.5833333333,101.861,101.019,99.66
2021-03-01,106675099,"7-1-dairy_eggs",2077,39259.5833333333,98.594,100.174,100.534
2023-11-01,5365058,"10-1-preserved_premade",2096.66666666667,42932.3333333333,128.757,120.722,116.903
2023-03-01,5219271,"10-1-preserved_premade",1769,46605.0833333333,123.994,121.169,116.509
2021-10-01,5184097,"10-1-preserved_premade",1884.91666666667,39259.5833333333,101.313,100.697,99.608
2022-09-01,12376390,"11-1-Baby_food",1773.5,46605.0833333333,116.492,111.298,107.822
2023-07-01,6096182,"10-1-preserved_premade",2052.5,39259.5833333333,125.921,120.675,116.959
2022-02-01,9943866,"11-1-Baby_food",1773.5,46605.0833333333,104.234,104.334,103.874
2021-02-01,4636930,"10-1-preserved_premade",1884.91666666667,39259.5833333333,98.997,99.706,100.786
2021-02-01,93925920,"7-1-dairy_eggs",2077,39259.5833333333,98.718,99.648,100.825
2022-01-01,95063795,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,103.957,101.414,100.373
2022-10-01,11302939,"11-1-Baby_food",1773.5,46605.0833333333,119.697,111.977,109.37
2022-06-01,88323864,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,114.001,107.607,105.687
2023-10-01,5331474,"10-1-preserved_premade",2369.125,42932.3333333333,128.777,121.49,116.574
2023-07-01,12168760,"11-1-Baby_food",1922,46605.0833333333,128.426,120.273,116.728
2023-06-01,11900731,"11-1-Baby_food",2137.58333333333,46605.0833333333,127.52,120.637,118.237
2023-02-01,4571568,"10-1-preserved_premade",2293.05555555556,44156.5833333333,122.797,121.274,115.721
2023-02-01,93394618,"7-1-dairy_eggs",1721.16666666667,44156.5833333333,122.344,121.695,112.755
2022-10-01,5140816,"10-1-preserved_premade",2075,46605.0833333333,117.851,110.351,108.946
2021-07-01,6052944,"10-1-preserved_premade",1884.91666666667,39259.5833333333,99.293,99.851,99.418
2022-03-01,5802264,"10-1-preserved_premade",2075,46605.0833333333,106.392,105.895,104.576
2023-09-01,13546125,"11-1-Baby_food",2627.19444444444,44156.5833333333,129.075,120.94,117.478
2023-10-01,11787445,"11-1-Baby_food",2179,46605.0833333333,131.208,123.857,119.157
2021-07-01,11852632,"11-1-Baby_food",1625.5,39259.5833333333,99.271,99.851,99.522
2022-01-01,10492001,"11-1-Baby_food",1773.5,46605.0833333333,103.521,102.873,102.354
2021-05-01,10371496,"11-1-Baby_food",1625.5,39259.5833333333,99.717,99.426,100.979
2023-05-01,100226102,"7-1-dairy_eggs",1764.88888888889,41708.0833333333,125.346,123.352,115.258
2021-06-01,10609711,"11-1-Baby_food",1625.5,39259.5833333333,100.184,99.365,100.633
2022-06-01,5372659,"10-1-preserved_premade",2075,46605.0833333333,113.626,108.817,105.811
2022-03-01,12356750,"11-1-Baby_food",1773.5,46605.0833333333,105.723,106.19,105.088
2022-09-01,92763948,"7-1-dairy_eggs",2250.91666666667,46605.0833333333,114.983,109.876,107.894
2022-12-01,5728167,"10-1-preserved_premade",2075,46605.0833333333,119.981,113.528,108.075
2022-04-01,4914458,"10-1-preserved_premade",2075,46605.0833333333,110.306,106.464,106.135
2022-08-01,6098077,"10-1-preserved_premade",2075,46605.0833333333,114.186,109.509,108.502
2023-04-01,5252098,"10-1-preserved_premade",1851.61111111111,41708.0833333333,124.238,121.368,117.017
2021-12-01,10547572,"11-1-Baby_food",1625.5,39259.5833333333,102.322,100.862,99.236
2021-12-01,5626661,"10-1-preserved_premade",1884.91666666667,39259.5833333333,103.153,100.963,99.41
2022-08-01,12052187,"11-1-Baby_food",1773.5,46605.0833333333,116.171,110.503,108.709
2023-08-01,6199794,"10-1-preserved_premade",2334.5,46605.0833333333,125.996,120.707,115.369
2023-04-01,11628677,"11-1-Baby_food",1835.125,46605.0833333333,126.463,121.462,116.853
2021-08-01,5866066,"10-1-preserved_premade",1884.91666666667,39259.5833333333,99.431,98.931,100.57
2021-04-01,5105211,"10-1-preserved_premade",1884.91666666667,39259.5833333333,99.166,99.518,100.089
2021-04-01,10084249,"11-1-Baby_food",1625.5,39259.5833333333,99.691,100.257,100.679
2021-03-01,10729864,"11-1-Baby_food",1625.5,39259.5833333333,99.043,98.731,100.939
2023-11-01,11184099,"11-1-Baby_food",1851.25,39259.5833333333,130.892,122.603,118.197
2023-03-01,11715137,"11-1-Baby_food",1835.125,46605.0833333333,126.456,121.363,115.704
2021-08-01,11189059,"11-1-Baby_food",1625.5,39259.5833333333,99.314,100.263,99.37
2021-11-01,10434562,"11-1-Baby_food",1625.5,39259.5833333333,101.911,101.39,99.248
2022-07-01,12064125,"11-1-Baby_food",1773.5,46605.0833333333,115.29,109.923,107.195
2022-04-01,10309902,"11-1-Baby_food",1773.5,46605.0833333333,110.937,107.328,106.372
2022-12-01,11557292,"11-1-Baby_food",1773.5,46605.0833333333,122.447,114.962,111.305
2023-08-01,12355591,"11-1-Baby_food",1807.63888888889,44156.5833333333,128.311,120.61,115.605
